locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPGKPABH_04208	CDS	615	yigZ		COG1739	IMPACT family member YigZ
OPGKPABH_04209	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
OPGKPABH_04210	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
OPGKPABH_04211	CDS	705	dgoR_1		COG2186	Galactonate operon transcriptional repressor
OPGKPABH_04212	CDS	1428	hsrA		COG0477	putative transport protein HsrA
OPGKPABH_04213	CDS	990	rbsR		COG1609	Ribose operon repressor
OPGKPABH_04214	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
OPGKPABH_04215	CDS	891	rbsB			Ribose import binding protein RbsB
OPGKPABH_04216	CDS	966	rbsC		COG1172	Ribose import permease protein RbsC
OPGKPABH_04217	CDS	1506	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
OPGKPABH_04218	CDS	420	rbsD	5.4.99.62		D-ribose pyranase
OPGKPABH_04219	CDS	1869	kup		COG3158	Low affinity potassium transport system protein Kup
OPGKPABH_04220	CDS	1497	ravA	3.6.1.-	COG0714	Regulatory ATPase RavA
OPGKPABH_04221	CDS	1452	viaA		COG2425	Regulatory protein ViaA
OPGKPABH_04222	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
OPGKPABH_04223	CDS	459	asnC		COG1522	Regulatory protein AsnC
OPGKPABH_04224	CDS	444	mioC		COG0716	Protein MioC
OPGKPABH_04225	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OPGKPABH_04226	CDS	624	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
OPGKPABH_04227	CDS	381	atpI		COG3312	ATP synthase protein I
OPGKPABH_04228	CDS	816	atpB		COG0356	ATP synthase subunit a
OPGKPABH_04229	CDS	240	atpE			ATP synthase subunit c
OPGKPABH_04230	CDS	471	atpF		COG0711	ATP synthase subunit b
OPGKPABH_04231	CDS	534	atpH		COG0712	ATP synthase subunit delta
OPGKPABH_04232	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
OPGKPABH_04233	CDS	864	atpG			ATP synthase gamma chain
OPGKPABH_04234	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
OPGKPABH_04235	CDS	420	atpC			ATP synthase epsilon chain
OPGKPABH_04236	CDS	699				hypothetical protein
OPGKPABH_04237	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
OPGKPABH_04238	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OPGKPABH_04239	CDS	1791	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
OPGKPABH_04240	CDS	819	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
OPGKPABH_04241	CDS	1374	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
OPGKPABH_04242	CDS	102				hypothetical protein
OPGKPABH_04243	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
OPGKPABH_04244	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
OPGKPABH_04245	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
OPGKPABH_04246	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
OPGKPABH_04247	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
OPGKPABH_04248	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
OPGKPABH_04249	CDS	1338	adeP		COG2252	Adenine permease AdeP
OPGKPABH_04250	CDS	585	chrR	1.6.5.2	COG0431	Quinone reductase
OPGKPABH_04251	CDS	756				hypothetical protein
OPGKPABH_04252	CDS	960	yidZ_2		COG0583	HTH-type transcriptional regulator YidZ
OPGKPABH_04253	CDS	1188	mdtL		COG2814	Multidrug resistance protein MdtL
OPGKPABH_04254	CDS	1404	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
OPGKPABH_04255	CDS	1647	yidC			Membrane protein insertase YidC
OPGKPABH_04256	CDS	198				hypothetical protein
OPGKPABH_04257	CDS	1401	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
OPGKPABH_04258	CDS	1101	dnaN		COG0592	Beta sliding clamp
OPGKPABH_04259	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
OPGKPABH_04260	CDS	2415	gyrB			DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
OPGKPABH_04261	CDS	891	benM_2		COG0583	HTH-type transcriptional regulator BenM
OPGKPABH_04262	CDS	1191	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
OPGKPABH_04263	CDS	1263	sauU_3		COG2271	putative sulfoacetate transporter SauU
OPGKPABH_04264	CDS	846	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
OPGKPABH_04265	CDS	690	dgoR_2		COG2186	Galactonate operon transcriptional repressor
OPGKPABH_04266	CDS	879	dgoK	2.7.1.58	COG3734	2-dehydro-3-deoxygalactonokinase
OPGKPABH_04267	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
OPGKPABH_04268	CDS	1149	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
OPGKPABH_04269	CDS	1293	dgoT		COG2271	D-galactonate transporter
OPGKPABH_04270	CDS	2736	torS	2.7.13.3	COG0784	Sensor protein TorS
OPGKPABH_04271	CDS	1041	torT		COG1879	Periplasmic protein TorT
OPGKPABH_04272	CDS	729	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
OPGKPABH_04273	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
OPGKPABH_04274	CDS	2553	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
OPGKPABH_04275	CDS	633	torD_2		COG3381	Chaperone protein TorD
OPGKPABH_04276	CDS	1401	ccp	1.11.1.-	COG1858	Cytochrome c peroxidase Ccp
OPGKPABH_04277	tRNA	88				tRNA-Ser(gga)
OPGKPABH_04278	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
OPGKPABH_04279	CDS	861				hypothetical protein
OPGKPABH_04280	CDS	912				HTH-type transcriptional regulator
OPGKPABH_04281	CDS	219	infA		COG0361	Translation initiation factor IF-1
OPGKPABH_04282	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OPGKPABH_04283	CDS	1722	cydC	7.4.2.-	COG4987	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC
OPGKPABH_04284	CDS	1767	cydD	7.4.2.-	COG4988	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD
OPGKPABH_04285	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OPGKPABH_04286	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
OPGKPABH_04287	CDS	3987				hypothetical protein
OPGKPABH_04288	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
OPGKPABH_04289	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
OPGKPABH_04290	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OPGKPABH_04291	CDS	2445	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OPGKPABH_04292	CDS	618	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OPGKPABH_04293	CDS	864	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OPGKPABH_04294	CDS	1149	ycaD		COG0477	putative MFS-type transporter YcaD
OPGKPABH_04295	CDS	1422	ycaM		COG0531	Inner membrane transporter YcaM
OPGKPABH_04296	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OPGKPABH_04297	CDS	168				hypothetical protein
OPGKPABH_04298	CDS	960	sopD2			Secreted effector protein sopD2
OPGKPABH_04299	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
OPGKPABH_04300	CDS	858	focA		COG2116	Formate channel FocA
OPGKPABH_04301	CDS	1836	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
OPGKPABH_04302	CDS	693				hypothetical protein
OPGKPABH_04303	CDS	1089	serC	2.6.1.52		Phosphoserine aminotransferase
OPGKPABH_04304	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OPGKPABH_04305	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
OPGKPABH_04306	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
OPGKPABH_04307	CDS	1674	rpsA		COG0539	Small ribosomal subunit protein bS1
OPGKPABH_04308	CDS	285	ihfB		COG0776	Integration host factor subunit beta
OPGKPABH_04309	CDS	402				IS3 family transposase ISSen1
OPGKPABH_04310	CDS	3057				hypothetical protein
OPGKPABH_04311	CDS	1749	msbA	7.5.2.6		ATP-dependent lipid A-core flippase
OPGKPABH_04312	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OPGKPABH_04313	CDS	1233	ycaQ	3.2.2.-	COG3214	Interstrand DNA cross-link repair glycosylase
OPGKPABH_04314	CDS	183				hypothetical protein
OPGKPABH_04315	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OPGKPABH_04316	CDS	894				hypothetical protein
OPGKPABH_04317	CDS	777				hypothetical protein
OPGKPABH_04318	CDS	804	cmoM	2.1.1.-	COG2227	tRNA 5-carboxymethoxyuridine methyltransferase
OPGKPABH_04319	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
OPGKPABH_04320	CDS	705	mukE		COG3095	Chromosome partition protein MukE
OPGKPABH_04321	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
OPGKPABH_04322	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
OPGKPABH_04323	CDS	549	mepK	3.4.-.-	COG3108	Peptidoglycan L,D-endopeptidase MepK
OPGKPABH_04324	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OPGKPABH_04325	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
OPGKPABH_04326	CDS	1092	ompF		COG3203	Outer membrane porin F
OPGKPABH_04327	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OPGKPABH_04328	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
OPGKPABH_04329	CDS	1215	dpaL	4.3.1.15		Diaminopropionate ammonia-lyase
OPGKPABH_04330	CDS	1434				hypothetical protein
OPGKPABH_04331	CDS	1203	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
OPGKPABH_04332	CDS	1293	int			FimB-specific integrase
OPGKPABH_04333	CDS	249				hypothetical protein
OPGKPABH_04334	CDS	240				hypothetical protein
OPGKPABH_04335	tRNA	76				tRNA-Ala(ggc)
OPGKPABH_04336	tRNA	76				tRNA-Ala(ggc)
OPGKPABH_04337	CDS	2190	pdeA	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeA
OPGKPABH_04338	CDS	1203	nupC		COG1972	Nucleoside permease NupC
OPGKPABH_04339	CDS	1242	mntH			Divalent metal cation transporter MntH
OPGKPABH_04340	CDS	327				hypothetical protein
OPGKPABH_04341	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
OPGKPABH_04342	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
OPGKPABH_04343	CDS	1236	yfeO			Putative ion-transport protein YfeO
OPGKPABH_04344	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OPGKPABH_04345	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OPGKPABH_04346	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OPGKPABH_04347	CDS	114				hypothetical protein
OPGKPABH_04348	CDS	243				hypothetical protein
OPGKPABH_04349	CDS	1392	pgtP			Phosphoglycerate transporter protein
OPGKPABH_04350	CDS	1275	pgtC			Phosphoglycerate transport regulatory protein PgtC
OPGKPABH_04351	CDS	2007	pgtB	2.7.13.3		Phosphoglycerate transport system sensor protein PgtB
OPGKPABH_04352	CDS	1251	dctD		COG2204	C4-dicarboxylate transport transcriptional regulatory protein DctD
OPGKPABH_04353	CDS	96				hypothetical protein
OPGKPABH_04354	CDS	939	pla	3.4.23.48		Plasminogen activator
OPGKPABH_04355	tRNA	75				tRNA-Arg(cct)
OPGKPABH_04356	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
OPGKPABH_04357	CDS	756	mlaA			Intermembrane phospholipid transport system lipoprotein MlaA
OPGKPABH_04358	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
OPGKPABH_04359	CDS	285				hypothetical protein
OPGKPABH_04360	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OPGKPABH_04361	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OPGKPABH_04362	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OPGKPABH_04363	CDS	552	smrB	3.1.-.-	COG2840	Ribosome rescue factor SmrB
OPGKPABH_04364	CDS	933	prmB	2.1.1.298	COG2890	Ribosomal protein uL3 glutamine methyltransferase
OPGKPABH_04365	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
OPGKPABH_04366	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
OPGKPABH_04367	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
OPGKPABH_04368	CDS	549	epmC	1.14.13.-	COG3101	Elongation factor P lysine hydroxylase
OPGKPABH_04369	CDS	276				hypothetical protein
OPGKPABH_04370	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OPGKPABH_04371	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
OPGKPABH_04372	CDS	657				hypothetical protein
OPGKPABH_04373	CDS	519				hypothetical protein
OPGKPABH_04374	CDS	369				hypothetical protein
OPGKPABH_04375	CDS	249				hypothetical protein
OPGKPABH_04376	CDS	375				hypothetical protein
OPGKPABH_04377	CDS	1179	yfcJ_2		COG2814	putative MFS-type transporter YfcJ
OPGKPABH_04378	CDS	1002	flk			Flagellar regulator flk
OPGKPABH_04379	CDS	1137	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
OPGKPABH_04380	CDS	1014	usg		COG0136	USG-1 protein
OPGKPABH_04381	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OPGKPABH_04382	CDS	660	dedA		COG0586	Protein DedA
OPGKPABH_04383	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OPGKPABH_04384	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OPGKPABH_04385	CDS	675	dedD		COG3147	Cell division protein DedD
OPGKPABH_04386	CDS	489	cvpA		COG1286	Colicin V production protein
OPGKPABH_04387	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OPGKPABH_04388	CDS	1428	rocR		COG3829	Transcriptional activator RocR
OPGKPABH_04389	CDS	1398	dokD	4.1.1.116		D-ornithine/D-lysine decarboxylase
OPGKPABH_04390	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
OPGKPABH_04391	CDS	1104		5.1.1.5		Lysine racemase
OPGKPABH_04392	CDS	1407	rocC		COG0833	Amino-acid permease RocC
OPGKPABH_04393	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OPGKPABH_04394	CDS	783	argT			Lysine/arginine/ornithine-binding periplasmic protein
OPGKPABH_04395	CDS	783	hisJ			Histidine-binding periplasmic protein
OPGKPABH_04396	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
OPGKPABH_04397	CDS	558				hypothetical protein
OPGKPABH_04398	CDS	378				hypothetical protein
OPGKPABH_04399	CDS	792				hypothetical protein
OPGKPABH_04400	CDS	2367	sspH2			SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2
OPGKPABH_04401	tRNA	77				tRNA-Pro(ggg)
OPGKPABH_04402	CDS	1761	yejM			Inner membrane protein YejM
OPGKPABH_04403	CDS	228				hypothetical protein
OPGKPABH_04404	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
OPGKPABH_04405	CDS	621				hypothetical protein
OPGKPABH_04406	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
OPGKPABH_04407	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
OPGKPABH_04408	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
OPGKPABH_04409	CDS	1194	bcr		COG2814	Bicyclomycin resistance protein
OPGKPABH_04410	CDS	345	yejG			putative protein YejG
OPGKPABH_04411	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
OPGKPABH_04412	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OPGKPABH_04413	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OPGKPABH_04414	CDS	1806	yejA		COG4166	putative protein YejA
OPGKPABH_04415	CDS	1557	pdeN_2	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
OPGKPABH_04416	CDS	573	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OPGKPABH_04417	CDS	720	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
OPGKPABH_04418	CDS	987	yeiR	3.6.5.-	COG0523	Zinc chaperone YeiR
OPGKPABH_04419	CDS	573	yeiP		COG0231	Elongation factor P-like protein
OPGKPABH_04420	CDS	255				hypothetical protein
OPGKPABH_04421	CDS	666				hypothetical protein
OPGKPABH_04422	CDS	1182	setB		COG2814	Sugar efflux transporter B
OPGKPABH_04423	CDS	108				hypothetical protein
OPGKPABH_04424	CDS	1131	fruB			Multiphosphoryl transfer protein
OPGKPABH_04425	CDS	939	fruK_2	2.7.1.56	COG1105	1-phosphofructokinase
OPGKPABH_04426	CDS	1689	fruA_3		COG1299	PTS system fructose-specific EIIB'BC component
OPGKPABH_04427	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
OPGKPABH_04428	CDS	1050				hypothetical protein
OPGKPABH_04429	CDS	864	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
OPGKPABH_04430	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
OPGKPABH_04431	CDS	1992	cirA			catecholate siderophore receptor CirA
OPGKPABH_04432	CDS	1323	uhpC_2		COG2271	Membrane sensor protein UhpC
OPGKPABH_04433	CDS	888		3.1.3.3	COG0560	Phosphoserine phosphatase
OPGKPABH_04434	CDS	1368	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
OPGKPABH_04435	CDS	390				hypothetical protein
OPGKPABH_04436	CDS	858	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
OPGKPABH_04437	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OPGKPABH_04438	CDS	1161				hypothetical protein
OPGKPABH_04439	CDS	1023	galS_2		COG1609	HTH-type transcriptional regulator GalS
OPGKPABH_04440	rRNA	79				5S ribosomal RNA
OPGKPABH_04441	CDS	222				hypothetical protein
OPGKPABH_04442	CDS	3114	acrF			multidrug efflux RND transporter permease subunit AcrF
OPGKPABH_04443	CDS	1158	acrE		COG0845	Multidrug export protein AcrE
OPGKPABH_04444	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
OPGKPABH_04445	CDS	2100	mucR	2.7.7.65		Bifunctional diguanylate cyclase/cyclic di-GMP phosphodiesterase MucR
OPGKPABH_04446	CDS	165				hypothetical protein
OPGKPABH_04447	CDS	885	yhdJ	2.1.1.72	COG2189	DNA adenine methyltransferase YhdJ
OPGKPABH_04448	CDS	297	fis		COG2901	DNA-binding protein Fis
OPGKPABH_04449	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OPGKPABH_04450	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
OPGKPABH_04451	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
OPGKPABH_04452	CDS	243	yhdT		COG3924	putative membrane protein YhdT
OPGKPABH_04453	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
OPGKPABH_04454	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OPGKPABH_04455	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OPGKPABH_04456	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OPGKPABH_04457	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
OPGKPABH_04458	CDS	1941	csrD		COG2199	RNase E specificity factor CsrD
OPGKPABH_04459	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
OPGKPABH_04460	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
OPGKPABH_04461	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
OPGKPABH_04462	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
OPGKPABH_04463	CDS	1470	rng	3.1.26.-		Ribonuclease G
OPGKPABH_04464	CDS	3801	yhdP		COG3164	Intermembrane phospholipid transporter YhdP
OPGKPABH_04465	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
OPGKPABH_04466	CDS	930	aaeR_2		COG0583	HTH-type transcriptional activator AaeR
OPGKPABH_04467	CDS	204	aaeX			Protein AaeX
OPGKPABH_04468	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OPGKPABH_04469	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
OPGKPABH_04470	CDS	273	yhcO		COG2732	putative protein YhcO
OPGKPABH_04471	CDS	267				hypothetical protein
OPGKPABH_04472	CDS	264				hypothetical protein
OPGKPABH_04473	CDS	471	argR_2			Arginine repressor
OPGKPABH_04474	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
OPGKPABH_04475	CDS	630				hypothetical protein
OPGKPABH_04476	CDS	666				hypothetical protein
OPGKPABH_04477	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
OPGKPABH_04478	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
OPGKPABH_04479	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
OPGKPABH_04480	CDS	243	oadG2_2	7.2.4.2		Oxaloacetate decarboxylase gamma chain 2
OPGKPABH_04481	CDS	348				hypothetical protein
OPGKPABH_04482	CDS	825				hypothetical protein
OPGKPABH_04483	CDS	2373				hypothetical protein
OPGKPABH_04484	CDS	243				hypothetical protein
OPGKPABH_04485	CDS	3363				hypothetical protein
OPGKPABH_04486	CDS	648				hypothetical protein
OPGKPABH_04487	CDS	606				hypothetical protein
OPGKPABH_04488	CDS	699				hypothetical protein
OPGKPABH_04489	CDS	330				hypothetical protein
OPGKPABH_04490	CDS	3096				hypothetical protein
OPGKPABH_04491	CDS	315				hypothetical protein
OPGKPABH_04492	CDS	396				hypothetical protein
OPGKPABH_04493	CDS	744				hypothetical protein
OPGKPABH_04494	CDS	402				hypothetical protein
OPGKPABH_04495	CDS	1131				IS200/IS605 family transposase ISEc42
OPGKPABH_04496	CDS	579				hypothetical protein
OPGKPABH_04497	CDS	384				hypothetical protein
OPGKPABH_04498	CDS	360				hypothetical protein
OPGKPABH_04499	CDS	1029				hypothetical protein
OPGKPABH_04500	CDS	348				hypothetical protein
OPGKPABH_04501	CDS	1497				hypothetical protein
OPGKPABH_04502	CDS	1620				hypothetical protein
OPGKPABH_04503	CDS	204				hypothetical protein
OPGKPABH_04504	CDS	1932				hypothetical protein
OPGKPABH_04505	CDS	546	nohA_2		COG4220	Prophage DNA-packing protein NohA
OPGKPABH_04506	CDS	402	pliG			Inhibitor of g-type lysozyme
OPGKPABH_04507	CDS	474				hypothetical protein
OPGKPABH_04508	CDS	453				hypothetical protein
OPGKPABH_04509	CDS	336				hypothetical protein
OPGKPABH_04510	CDS	474				hypothetical protein
OPGKPABH_04511	CDS	189				hypothetical protein
OPGKPABH_04512	tRNA	77				tRNA-Arg(tct)
OPGKPABH_04513	CDS	564				hypothetical protein
OPGKPABH_04514	CDS	678				hypothetical protein
OPGKPABH_04515	CDS	141	ylcG			putative protein YlcG
OPGKPABH_04516	CDS	612				hypothetical protein
OPGKPABH_04517	CDS	207				hypothetical protein
OPGKPABH_04518	CDS	603				hypothetical protein
OPGKPABH_04519	CDS	234	dinI_2			DNA damage-inducible protein I
OPGKPABH_04520	CDS	186				hypothetical protein
OPGKPABH_04521	CDS	282				hypothetical protein
OPGKPABH_04522	CDS	654				hypothetical protein
OPGKPABH_04523	CDS	471				hypothetical protein
OPGKPABH_04524	CDS	396				hypothetical protein
OPGKPABH_04525	CDS	693				hypothetical protein
OPGKPABH_04526	CDS	906				hypothetical protein
OPGKPABH_04527	CDS	321				hypothetical protein
OPGKPABH_04528	CDS	228				hypothetical protein
OPGKPABH_04529	CDS	468				hypothetical protein
OPGKPABH_04530	CDS	1086				hypothetical protein
OPGKPABH_04531	CDS	207				hypothetical protein
OPGKPABH_04532	CDS	171				hypothetical protein
OPGKPABH_04533	CDS	348				hypothetical protein
OPGKPABH_04534	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OPGKPABH_04535	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OPGKPABH_04536	CDS	1326	zraR			Transcriptional regulatory protein ZraR
OPGKPABH_04537	CDS	1587	zraS	2.7.13.3		Sensor histidine kinase ZraS
